event_id,name,year,date_raw,format,location,weight,notes
1817,DataCon2024,2024,"12 Nov., 18:00 PST — 22 Nov. 2024, 02:00 PST",Jeopardy,Online,0,N/A
1818,N1CTF 2024,2024,"09 Nov., 04:00 PST — 10 Nov. 2024, 04:00 PST",Jeopardy,Online,89.85,N/A
1819,Bambi CTF #11,2024,"09 Nov., 03:00 PST — 09 Nov. 2024, 09:00 PST",Attack-Defense,Online,85.71,N/A
1820,M*CTF 2024 Quals,2024,"09 Nov., 01:00 PST — 10 Nov. 2024, 01:00 PST",Jeopardy,Online,33.59,N/A
1821,HITCON CTF 2024 Final,2024,"08 Nov., 16:00 PST — 10 Nov. 2024, 00:00 PST",Attack-Defense,On-site,25,N/A
1822,4T$ CTF,2024,"08 Nov., 10:00 PST — 10 Nov. 2024, 10:00 PST",Jeopardy,Online,24.4,N/A
1823,BlueHens CTF 2024,2024,"08 Nov., 09:00 PST — 09 Nov. 2024, 21:00 PST",Jeopardy,Online,34.05,N/A
1824,"cruXipher 2024 - ATMoS '24, BITS Hyderabad",2024,"08 Nov., 04:30 PST — 10 Nov. 2024, 04:30 PST",Jeopardy,Online,25,N/A
1825,Metared Argentina CERTUNLP 2024,2024,"08 Nov., 03:00 PST — 09 Nov. 2024, 03:00 PST",Jeopardy,Online,25,N/A
1826,HKCERT CTF 2024 (Qualifying Round),2024,"08 Nov., 02:00 PST — 10 Nov. 2024, 02:00 PST",Jeopardy,Online,61.22,N/A
1827,BlackAlps CTF 2024,2024,"07 Nov., 11:15 PST — 07 Nov. 2024, 15:30 PST",Jeopardy,On-site,0,N/A
1828,CSAW CTF Final Round 2024,2024,"07 Nov., 08:00 PST — 08 Nov. 2024, 20:00 PST",Jeopardy,On-site,25,N/A
1829,Sudocrypt v14.0,2024,"06 Nov., 19:30 PST — 08 Nov. 2024, 07:30 PST",Hack-Quest,Online,0,N/A
1830,RedShift.Eclipse 2 Quals,2024,"03 Nov., 04:00 PST — 04 Nov. 2024, 04:00 PST",Jeopardy,Online,23.4,N/A
1831,AlpacaHack Round 6 (Pwn),2024,"02 Nov., 20:00 PDT — 03 Nov. 2024, 01:00 PST",Jeopardy,Online,0,N/A
1832,Pacific Hackers Conference 2024,2024,"02 Nov., 10:00 PDT — 02 Nov. 2024, 18:00 PDT",Jeopardy,On-site,0,N/A
1833,Hackers N' Hops,2024,"02 Nov., 03:00 PDT — 03 Nov. 2024, 10:00 PST",Jeopardy,Online,24.71,N/A
1834,Equinor CTF 2024,2024,"02 Nov., 02:00 PDT — 02 Nov. 2024, 12:00 PDT",Jeopardy,On-site,25,N/A
1835,M*CTF 2024 Junior Quals,2024,"02 Nov., 00:00 PDT — 02 Nov. 2024, 10:00 PDT",Jeopardy,Online,36,N/A
1836,USC CTF Fall 2024,2024,"01 Nov., 20:00 PDT — 03 Nov. 2024, 20:00 PST",Jeopardy,Online,0,N/A
1837,Hack The Vote 2024,2024,"01 Nov., 16:00 PDT — 03 Nov. 2024, 15:00 PST",Jeopardy,Online,24.43,N/A
1838,BUET CTF 2024,2024,"30 Oct., 20:00 PDT — 31 Oct. 2024, 02:00 PDT",Jeopardy,On-site,0,N/A
1839,TuxCTF V2,2024,"29 Oct., 02:00 PDT — 29 Oct. 2024, 07:00 PDT",Jeopardy,On-site,0,N/A
1840,The Cyber Jawara International 2024,2024,"26 Oct., 19:00 PDT — 27 Oct. 2024, 19:00 PDT",Jeopardy,Online,23.62,N/A
1841,Russian CTF Cup 2024 Qualifier,2024,"26 Oct., 02:00 PDT — 27 Oct. 2024, 02:00 PDT",Jeopardy,Online,24.21,N/A
1842,Singapore AI CTF,2024,"26 Oct., 01:00 PDT — 28 Oct. 2024, 01:00 PDT",Jeopardy,Online,1,N/A
1843,UrchinSec Aware CTF,2024,"26 Oct., 00:00 PDT — 27 Oct. 2024, 12:00 PDT",Jeopardy,Online,0,N/A
1844,ISITDTU CTF 2024 Quals,2024,"25 Oct., 19:00 PDT — 27 Oct. 2024, 03:00 PDT",Jeopardy,Online,51,N/A
1845,SpookyCTF 2024,2024,"25 Oct., 16:00 PDT — 27 Oct. 2024, 16:30 PDT",Jeopardy,Online,22.4,N/A
1846,HeroCTF v6,2024,"25 Oct., 14:00 PDT — 27 Oct. 2024, 16:00 PDT",Jeopardy,Online,43.94,N/A
1847,CipherHunt CTF,2024,"25 Oct., 00:30 PDT — 26 Oct. 2024, 00:30 PDT",Jeopardy,Online,0,N/A
1848,Enigma Xplore 2.0 CTF,2024,"24 Oct., 06:30 PDT — 25 Oct. 2024, 06:29 PDT",Jeopardy,Online,0,N/A
1849,EngimaXplore2.0 2024,2024,"24 Oct., 05:29 PDT — 25 Oct. 2024, 05:30 PDT",Jeopardy,Online,24.58,N/A
1850,Z3R0 D4Y CTF,2024,"24 Oct., 02:00 PDT — 24 Oct. 2024, 14:00 PDT",Jeopardy,Online,24.77,N/A
1851,Hardwear.io NL 2024 Hardware CTF,2024,"24 Oct., 01:00 PDT — 25 Oct. 2024, 04:50 PDT",Jeopardy,On-site,0,N/A
1852,Questcon CTF,2024,"21 Oct., 23:30 PDT — 22 Oct. 2024, 23:30 PDT",Jeopardy,Online,22.45,N/A
1853,SAS CTF 2024 Finals,2024,"21 Oct., 19:00 PDT — 22 Oct. 2024, 06:00 PDT",Attack-Defense,On-site,25,Prequalified teams only
1854,SunshineCTF 2024,2024,"19 Oct., 07:00 PDT — 21 Oct. 2024, 07:00 PDT",Jeopardy,Online,38.57,N/A
1855,Cyber Odyssey 2024 : Qualifications,2024,"19 Oct., 05:37 PDT — 20 Oct. 2024, 05:37 PDT",Jeopardy,Online,0,N/A
1856,"DASCTF 2024 Golden October | Autumn is Strong, the Flames of War",2024,"19 Oct., 03:00 PDT — 19 Oct. 2024, 11:00 PDT",Jeopardy,Online,25,N/A
1857,SCAN 2024 Digital Asset Tracing Challenge Second Round,2024,"18 Oct., 17:00 PDT — 19 Oct. 2024, 17:00 PDT",Jeopardy,Online,0,N/A
1858,Hack.lu CTF 2024,2024,"18 Oct., 11:00 PDT — 20 Oct. 2024, 11:00 PDT",Jeopardy,Online,100,N/A
1859,DEADFACE CTF 2024,2024,"18 Oct., 07:00 PDT — 19 Oct. 2024, 17:00 PDT",Jeopardy,Online,38.7,N/A
1860,Hackceler8 2024,2024,"17 Oct., 17:00 PDT — 20 Oct. 2024, 16:00 PDT",Hack-Quest,On-site,0,Prequalified teams only
1861,Africa battleCTF 2024 prequal,2024,"17 Oct., 17:00 PDT — 19 Oct. 2024, 17:00 PDT",Jeopardy,Online,0,N/A
1862,CTF MetaRed Mexico Anuies-TIC 2024,2024,"15 Oct., 08:00 PDT — 15 Oct. 2024, 20:00 PDT",Jeopardy,Online,0,N/A
1863,Breach Bytes 2.0,2024,"14 Oct., 19:30 PDT — 15 Oct. 2024, 06:30 PDT",Jeopardy,On-site,0,N/A
1864,GITEX GLOBAL CTF,2024,"14 Oct., 00:00 PDT — 15 Oct. 2024, 05:00 PDT",Jeopardy,On-site,0,N/A
1865,SLAY CTF 2024,2024,"13 Oct., 20:30 PDT — 14 Oct. 2024, 08:30 PDT",Jeopardy,Online,0,N/A
1866,Securinets CTF Quals 2024,2024,"12 Oct., 12:00 PDT — 13 Oct. 2024, 12:00 PDT",Jeopardy,Online,95.59,N/A
1867,NoHat CTF 2024,2024,"12 Oct., 09:00 PDT — 13 Oct. 2024, 09:00 PDT",Jeopardy,Online,25,N/A
1868,Blue Water CTF 2024,2024,"12 Oct., 07:00 PDT — 13 Oct. 2024, 19:00 PDT",Jeopardy,Online,82,N/A
1869,Haus der Flaggen/Flag Heist,2024,"12 Oct., 01:00 PDT — 12 Oct. 2024, 11:00 PDT",Jeopardy,On-site,21,N/A
1870,AlpacaHack Round 5 (Crypto),2024,"11 Oct., 20:00 PDT — 12 Oct. 2024, 02:00 PDT",Jeopardy,Online,0,N/A
1871,TCP1P CTF 2024: Exploring Nusantara's Digital Realm,2024,"11 Oct., 05:00 PDT — 13 Oct. 2024, 05:00 PDT",Jeopardy,Online,24.85,N/A
1872,Hackfest CTF 2024 - Classic,2024,"10 Oct., 18:00 PDT — 11 Oct. 2024, 18:00 PDT",Jeopardy,On-site,0,N/A
1873,Hackfest CTF 2024 - Pro,2024,"10 Oct., 18:00 PDT — 11 Oct. 2024, 18:00 PDT",Jeopardy,On-site,0,N/A
1874,Kernel Kombat,2024,"05 Oct., 23:46 PDT — 05 Oct. 2024, 23:46 PDT",Jeopardy,Online,0,N/A
1875,BRICS+ CTF Quals 2024,2024,"05 Oct., 03:00 PDT — 06 Oct. 2024, 03:00 PDT",Jeopardy,Online,25,N/A
1876,TU Delft CTF 2024,2024,"05 Oct., 03:00 PDT — 05 Oct. 2024, 11:00 PDT",Jeopardy,On-site,0,N/A
1877,IRON CTF 2024,2024,"04 Oct., 22:30 PDT — 05 Oct. 2024, 22:30 PDT",Jeopardy,Online,24.54,N/A
1878,RuCTF Finals 2024,2024,"04 Oct., 22:00 PDT — 06 Oct. 2024, 12:00 PDT",Attack-Defense,On-site,25,N/A
1879,AltayCTF 2024,2024,"04 Oct., 20:00 PDT — 06 Oct. 2024, 05:00 PDT",Attack-Defense,On-site,25,N/A
1880,AlpacaHack Round 4 (Rev),2024,"04 Oct., 20:00 PDT — 05 Oct. 2024, 02:00 PDT",Jeopardy,Online,0,N/A
1881,Hack Havoc 2.0,2024,"04 Oct., 06:59 PDT — 25 Oct. 2024, 06:59 PDT",Jeopardy,Online,0,N/A
1882,FAUST CTF 2024,2024,"28 Sept., 05:00 PDT — 28 Sept. 2024, 14:00 PDT",Attack-Defense,Online,93.11,N/A
1883,justCTF 2024 finals,2024,"28 Sept., 03:00 PDT — 29 Sept. 2024, 03:00 PDT",Jeopardy,On-site,25,N/A
1884,SCTF 2024,2024,"27 Sept., 18:00 PDT — 29 Sept. 2024, 18:00 PDT",Jeopardy,Online,37,N/A
1885,Capture the Flag Competition in TON 2024,2024,"27 Sept., 18:00 PDT — 28 Sept. 2024, 18:00 PDT",Jeopardy,Online,0,N/A
1886,BuckeyeCTF 2024,2024,"27 Sept., 13:00 PDT — 29 Sept. 2024, 13:00 PDT",Jeopardy,Online,50.91,N/A
1887,"Season IV, US Cyber Games Flag Fest CTF",2024,"27 Sept., 11:00 PDT — 05 Oct. 2024, 20:59 PDT",Jeopardy,Online,0,N/A
1888,DefCamp Capture the Flag (D-CTF) 2024 Quals,2024,"27 Sept., 03:00 PDT — 29 Sept. 2024, 02:00 PDT",Jeopardy,Online,33.56,N/A
1889,Haruulzangi CTF 2024 Finals,2024,"25 Sept., 21:00 PDT — 26 Sept. 2024, 02:00 PDT",Jeopardy,On-site,0,N/A
1890,H7CTF International,2024,"25 Sept., 20:30 PDT — 27 Sept. 2024, 04:30 PDT",Jeopardy,Online,22.56,N/A
1891,Haruulzangi CTF 2024 Round 2,2024,"21 Sept., 21:00 PDT — 22 Sept. 2024, 01:00 PDT",Jeopardy,On-site,0,N/A
1892,ASIS CTF Quals 2024,2024,"21 Sept., 07:00 PDT — 22 Sept. 2024, 07:00 PDT",Jeopardy,Online,66.25,N/A
1893,21ans LinuxMeetup au Québec,2024,"21 Sept., 06:30 PDT — 21 Sept. 2024, 14:00 PDT",Jeopardy,Online,0,N/A
1894,openECSC 2024 - Final Round,2024,"21 Sept., 03:00 PDT — 22 Sept. 2024, 03:00 PDT",Jeopardy,Online,0,N/A
1895,IERAE CTF 2024 - GMO Cybersecurity Contest,2024,"20 Sept., 23:00 PDT — 21 Sept. 2024, 23:00 PDT",Jeopardy,Online,25,N/A
1896,Cyber Jawara International,2024,"20 Sept., 18:59 PDT — 21 Sept. 2024, 18:59 PDT",Jeopardy,Online,0,N/A
1897,BlazCTF 2024,2024,"20 Sept., 18:00 PDT — 22 Sept. 2024, 18:00 PDT",Jeopardy,Online,25,N/A
1898,PatriotCTF 2024,2024,"20 Sept., 15:00 PDT — 22 Sept. 2024, 15:00 PDT",Jeopardy,Online,31.83,N/A
1899,VolgaCTF 2024 Final,2024,"18 Sept., 23:00 PDT — 19 Sept. 2024, 08:00 PDT",Attack-Defense,On-site,73.8,N/A
1900,Pointer Overflow CTF - 2024,2024,"15 Sept., 05:00 PDT — 19 Jan. 2025, 04:00 PST",Jeopardy,Online,0,N/A
1901,AlpacaHack Round 3 (Crypto),2024,"14 Sept., 20:00 PDT — 15 Sept. 2024, 02:00 PDT",Jeopardy,Online,0,N/A
1902,KubanCTF Qualifier 2024,2024,"14 Sept., 00:00 PDT — 14 Sept. 2024, 08:00 PDT",Jeopardy,Online,16.77,N/A
1903,jailCTF 2024,2024,"13 Sept., 13:00 PDT — 16 Sept. 2024, 13:00 PDT",Jeopardy,Online,24.88,N/A
1904,RSTCON 2024 CTF (Online/Hybrid),2024,"13 Sept., 12:45 PDT — 15 Sept. 2024, 09:45 PDT",Jeopardy,On-site,24,N/A
1905,m0leCon CTF 2025 Teaser,2024,"13 Sept., 10:00 PDT — 14 Sept. 2024, 10:00 PDT",Jeopardy,Online,80,N/A
1906,MOCA CTF - Finals,2024,"13 Sept., 09:00 PDT — 14 Sept. 2024, 09:00 PDT",Jeopardy,On-site,0,N/A
1907,Haruulzangi CTF 2024 Qualifier,2024,"12 Sept., 21:00 PDT — 12 Sept. 2024, 21:00 PDT",Jeopardy,Online,23.75,N/A
1908,COMPFEST CTF 2024,2024,"07 Sept., 17:00 PDT — 08 Sept. 2024, 17:00 PDT",Jeopardy,Online,43,N/A
1909,DFIR Labs CTF by The DFIR Report,2024,"07 Sept., 09:00 PDT — 07 Sept. 2024, 13:00 PDT",Jeopardy,Online,0,N/A
1910,Urmia CTF 2024,2024,"07 Sept., 05:00 PDT — 09 Sept. 2024, 05:00 PDT",Jeopardy,Online,24.27,N/A
1911,snakeCTF 2024 Quals,2024,"07 Sept., 01:00 PDT — 08 Sept. 2024, 01:00 PDT",Jeopardy,Online,24.79,N/A
1912,HackTheDrone CTF Qualifier,2024,"06 Sept., 21:00 PDT — 07 Sept. 2024, 21:00 PDT",Jeopardy,Online,0,N/A
1913,WMCTF2024,2024,"06 Sept., 18:00 PDT — 08 Sept. 2024, 18:00 PDT",Jeopardy,Online,53.88,N/A
1914,CSAW CTF Qualification Round 2024,2024,"06 Sept., 09:00 PDT — 08 Sept. 2024, 09:00 PDT",Jeopardy,Online,21.8,N/A
1915,BlackHat MEA CTF Qualification 2024,2024,"01 Sept., 03:00 PDT — 02 Sept. 2024, 02:59 PDT",Jeopardy,Online,25,N/A
1916,AlpacaHack Round 2 (Web),2024,"31 Aug., 20:00 PDT — 01 Sept. 2024, 02:00 PDT",Jeopardy,Online,0,N/A
1917,CISA ICS CTF 2024,2024,"31 Aug., 10:00 PDT — 04 Sept. 2024, 09:00 PDT",Jeopardy,Online,24.84,N/A
1918,CyberSpace CTF 2024,2024,"30 Aug., 09:00 PDT — 01 Sept. 2024, 09:00 PDT",Jeopardy,Online,24.83,N/A
1919,Flagyard HITBSecConf Single Player CTF,2024,"28 Aug., 21:00 PDT — 30 Aug. 2024, 04:00 PDT",Jeopardy,On-site,0,N/A
1920,Codegate CTF 2024 Finals,2024,"28 Aug., 18:00 PDT — 29 Aug. 2024, 18:00 PDT",Jeopardy,Online,0,N/A
1921,Automotive CTF Japan 2024,2024,"24 Aug., 17:00 PDT — 09 Sept. 2024, 16:59 PDT",Jeopardy,Online,0,N/A
1922,Cygenix CTF,2024,"24 Aug., 07:30 PDT — 25 Aug. 2024, 07:30 PDT",Jeopardy,Online,0,N/A
1923,Block Harbor VicOne Automotive CTF - Season 2,2024,"24 Aug., 07:00 PDT — 08 Sept. 2024, 19:00 PDT",Jeopardy,Online,0,N/A
1924,DASCTF2024 August Back-to-School Season,2024,"24 Aug., 03:00 PDT — 24 Aug. 2024, 11:00 PDT",Jeopardy,Online,20,N/A
1925,SekaiCTF 2024,2024,"23 Aug., 09:00 PDT — 25 Aug. 2024, 09:00 PDT",Jeopardy,Online,36.96,N/A
1926,idekCTF 2024,2024,"16 Aug., 17:00 PDT — 18 Aug. 2024, 17:00 PDT",Jeopardy,Online,52.06,N/A
1927,Lexington Informatics Tournament CTF 2024,2024,"10 Aug., 08:00 PDT — 12 Aug. 2024, 20:59 PDT",Jeopardy,Online,46.25,N/A
1928,CTFZone 2024 Quals,2024,"10 Aug., 02:00 PDT — 11 Aug. 2024, 02:00 PDT",Jeopardy,Online,73.82,N/A
1929,DEF CON CTF 2024,2024,"09 Aug., 09:00 PDT — 11 Aug. 2024, 13:00 PDT",Attack-Defense,On-site,35,Prequalified teams only
1930,PECAN+ CTF 2024,2024,"03 Aug., 18:00 PDT — 03 Aug. 2024, 22:00 PDT",Jeopardy,On-site,0,N/A
1931,n00bzCTF 2024,2024,"02 Aug., 18:00 PDT — 04 Aug. 2024, 18:00 PDT",Jeopardy,Online,24.23,N/A
1932,CrewCTF 2024,2024,"02 Aug., 10:00 PDT — 04 Aug. 2024, 10:00 PDT",Jeopardy,Online,26.89,N/A
1933,Arab Security Cyber Wargames 2024 Qualifications,2024,"02 Aug., 06:00 PDT — 03 Aug. 2024, 06:00 PDT",Jeopardy,Online,0,N/A
1934,TFC CTF 2024,2024,"02 Aug., 04:00 PDT — 04 Aug. 2024, 04:00 PDT",Jeopardy,Online,41.68,N/A
1935,SCAN 2024 Digital Asset Tracing Challenge,2024,"29 July, 17:00 PDT — 30 July 2024, 17:00 PDT",Jeopardy,Online,0,N/A
1936,corCTF 2024,2024,"26 July, 17:00 PDT — 28 July 2024, 17:00 PDT",Jeopardy,Online,55,N/A
1937,DeadSec CTF 2024,2024,"26 July, 13:00 PDT — 28 July 2024, 01:00 PDT",Jeopardy,Online,23.96,N/A
1938,Aptos Code Collision CTF 2024,2024,"26 July, 05:00 PDT — 28 July 2024, 05:00 PDT",Jeopardy,Online,0,N/A
1939,BDSec CTF 2024,2024,"20 July, 08:00 PDT — 21 July 2024, 08:00 PDT",Jeopardy,Online,16,N/A
1940,ENOWARS 8,2024,"20 July, 05:00 PDT — 20 July 2024, 14:00 PDT",Attack-Defense,Online,98.89,N/A
1941,MOCA CTF - Quals,2024,"20 July, 02:00 PDT — 21 July 2024, 02:00 PDT",Jeopardy,Online,25,N/A
1942,DASCTF 2024 Summer Challenge,2024,"19 July, 19:00 PDT — 20 July 2024, 03:00 PDT",Jeopardy,Online,20,N/A
1943,ImaginaryCTF 2024,2024,"19 July, 12:00 PDT — 21 July 2024, 12:00 PDT",Jeopardy,Online,49.81,N/A
1944,CatTheQuest,2024,"14 July, 17:00 PDT — 20 July 2024, 17:00 PDT",Jeopardy,Online,0,N/A
1945,OSCTF,2024,"12 July, 17:30 PDT — 13 July 2024, 09:30 PDT",Jeopardy,Online,23.2,N/A
1946,HITCON CTF 2024 Quals,2024,"12 July, 07:00 PDT — 14 July 2024, 07:00 PDT",Jeopardy,Online,100,N/A
1947,Interlogica CTF2024 - Wastelands,2024,"05 July, 05:37 PDT — 07 July 2024, 15:59 PDT",Jeopardy,Online,25,N/A
1948,DownUnderCTF 2024,2024,"05 July, 02:30 PDT — 07 July 2024, 02:30 PDT",Jeopardy,Online,68.04,N/A
1949,Junior.Crypt.2024 CTF,2024,"03 July, 08:00 PDT — 05 July 2024, 08:00 PDT",Jeopardy,Online,23.13,N/A
1950,DiceCTF 2024 Finals,2024,"29 June, 07:00 PDT — 30 June 2024, 15:00 PDT",Attack-Defense,On-site,20,N/A
1951,UIUCTF 2024,2024,"28 June, 17:00 PDT — 30 June 2024, 17:00 PDT",Jeopardy,Online,67.51,N/A
1952,The Hacker Conclave,2024,"27 June, 01:00 PDT — 27 June 2024, 04:00 PDT",Jeopardy,Online,20.02,N/A
1953,Break The Wall - Dystopia 2099,2024,"26 June, 04:00 PDT — 10 July 2024, 12:00 PDT",Jeopardy,Online,0,N/A
1954,Pacific Hackers Pre-DEFCON CTF & BBQ 2024,2024,"22 June, 12:00 PDT — 22 June 2024, 19:00 PDT",Jeopardy,On-site,0,N/A
1955,MindBreak 2024 by ESGI,2024,"22 June, 12:00 PDT — 22 June 2024, 21:00 PDT",Jeopardy,On-site,0,N/A
1956,İGÜCTF 24',2024,"22 June, 02:00 PDT — 22 June 2024, 13:59 PDT",Jeopardy,Online,0,N/A
1957,Google Capture The Flag 2024,2024,"21 June, 11:00 PDT — 23 June 2024, 11:00 PDT",Jeopardy,Online,99.41,N/A
1958,HACK'OSINT - CTF,2024,"21 June, 11:00 PDT — 23 June 2024, 11:00 PDT",Jeopardy,Online,0,N/A
1959,CyberSci Nationals 2024,2024,"21 June, 05:00 PDT — 22 June 2024, 15:00 PDT",Jeopardy,On-site,25,N/A
1960,Wani CTF 2024,2024,"21 June, 05:00 PDT — 23 June 2024, 05:00 PDT",Jeopardy,Online,24.99,N/A
1961,Grey Cat The Flag 2024 Finals,2024,"19 June, 19:00 PDT — 21 June 2024, 03:00 PDT",Jeopardy,On-site,0,N/A
1962,Kryptokaffe CTF 2024,2024,"17 June, 01:00 PDT — 21 July 2024, 05:00 PDT",Hack-Quest,Online,0,N/A
1963,Midnight Sun CTF 2024 Finals,2024,"15 June, 03:00 PDT — 16 June 2024, 03:00 PDT",Jeopardy,On-site,100,Prequalified teams only
1964,justCTF 2024 teaser,2024,"15 June, 01:00 PDT — 16 June 2024, 01:00 PDT",Jeopardy,Online,77.17,N/A
1965,vsCTF 2024,2024,"14 June, 09:00 PDT — 15 June 2024, 09:00 PDT",Jeopardy,Online,34,N/A
1966,BrainHack 2024,2024,"12 June, 01:00 PDT — 13 June 2024, 12:00 PDT",Jeopardy,On-site,0,N/A
1967,Crypto CTF 2024,2024,"08 June, 07:00 PDT — 09 June 2024, 07:00 PDT",Jeopardy,Online,65.62,N/A
1968,RVCE x IITB x YCF CTF,2024,"08 June, 05:30 PDT — 08 June 2024, 11:30 PDT",Jeopardy,Online,0,N/A
1969,DIVER OSINT CTF 2024,2024,"07 June, 20:00 PDT — 08 June 2024, 20:00 PDT",Jeopardy,Online,0,N/A
1970,R3CTF/YUANHENGCTF 2024,2024,"07 June, 19:00 PDT — 09 June 2024, 19:00 PDT",Jeopardy,Online,24.5,N/A
1971,ESAIP CTF 2024,2024,"07 June, 14:00 PDT — 08 June 2024, 01:00 PDT",Jeopardy,On-site,0,N/A
1972,BCACTF 5.0,2024,"07 June, 13:00 PDT — 10 June 2024, 13:00 PDT",Jeopardy,Online,46.33,N/A
1973,Akasec CTF 2024,2024,"07 June, 06:37 PDT — 09 June 2024, 06:37 PDT",Jeopardy,Online,23.15,N/A
1974,DASCTF X HDCTF 2024 Open Competition,2024,"02 June, 03:00 PDT — 02 June 2024, 11:00 PDT",Jeopardy,Online,1,N/A
1975,N0PSctf,2024,"01 June, 01:00 PDT — 02 June 2024, 13:00 PDT",Jeopardy,Online,24.34,N/A
1976,Codegate CTF 2024 Preliminary,2024,"31 May, 18:00 PDT — 01 June 2024, 18:00 PDT",Jeopardy,Online,36.58,N/A
1977,Hardwear.io USA 2024 Hardware CTF,2024,"31 May, 10:00 PDT — 01 June 2024, 13:00 PDT",Jeopardy,On-site,0,N/A
1978,"Season IV, US Cyber Open",2024,"31 May, 04:59 PDT — 09 June 2024, 16:59 PDT",Jeopardy,Online,0,N/A
1979,GPN CTF 2024,2024,"31 May, 03:00 PDT — 01 June 2024, 15:00 PDT",Jeopardy,Online,31.17,N/A
1980,Dreamhack Invitational 2024,2024,"26 May, 18:00 PDT — 27 May 2024, 06:00 PDT",Jeopardy,On-site,0,N/A
1981,Haruulzangi U18 2024 Domestic Finals,2024,"25 May, 20:00 PDT — 26 May 2024, 00:00 PDT",Jeopardy,On-site,0,N/A
1982,AVSS Contest Final 2024,2024,"25 May, 02:30 PDT — 26 May 2024, 05:30 PDT",Jeopardy,On-site,0,N/A
1983,RCTF 2024,2024,"24 May, 18:00 PDT — 26 May 2024, 18:00 PDT",Jeopardy,Online,83.5,N/A
1984,ångstromCTF 2024,2024,"24 May, 17:00 PDT — 27 May 2024, 17:00 PDT",Jeopardy,Online,72.06,N/A
1985,BTCTF I,2024,"24 May, 13:00 PDT — 26 May 2024, 13:00 PDT",Jeopardy,Online,0,School teams only
1986,L3akCTF 2024,2024,"24 May, 05:00 PDT — 26 May 2024, 05:00 PDT",Jeopardy,Online,24.43,N/A
1987,AI CTF 2024,2024,"24 May, 02:00 PDT — 25 May 2024, 14:00 PDT",Jeopardy,Online,0,N/A
1988,NahamCon CTF 2024,2024,"23 May, 13:00 PDT — 25 May 2024, 13:00 PDT",Jeopardy,Online,41.61,N/A
1989,BSides Mumbai CTF 2024,2024,"19 May, 03:30 PDT — 19 May 2024, 15:30 PDT",Jeopardy,Online,0,N/A
1990,Hacky'Nov 0x03,2024,"18 May, 07:00 PDT — 19 May 2024, 00:00 PDT",Jeopardy,On-site,0,N/A
1991,HTB Business CTF 2024: The Vault Of Hope,2024,"18 May, 06:00 PDT — 22 May 2024, 06:00 PDT",Jeopardy,Online,25,N/A
1992,SAS CTF 2024 Quals,2024,"18 May, 05:00 PDT — 19 May 2024, 05:00 PDT",Jeopardy,Online,20.72,N/A
1993,VulnX CTF 2024,2024,"18 May, 03:30 PDT — 19 May 2024, 03:30 PDT",Jeopardy,Online,0,N/A
1994,Haruulzangi U18 2024 Domestic Quals,2024,"17 May, 21:00 PDT — 18 May 2024, 01:00 PDT",Jeopardy,Online,0,N/A
1995,TJCTF 2024,2024,"17 May, 11:30 PDT — 19 May 2024, 11:30 PDT",Jeopardy,Online,35.6,N/A
1996,Break the Syntax CTF 2024,2024,"17 May, 09:00 PDT — 19 May 2024, 03:00 PDT",Jeopardy,Online,28.3,N/A
1997,Black Cell SecOps 2024 - Online Blue Teaming Jeopardy CTF,2024,"17 May, 02:00 PDT — 19 May 2024, 11:00 PDT",Jeopardy,Online,0,N/A
1998,BYUCTF 2024,2024,"16 May, 17:00 PDT — 18 May 2024, 17:00 PDT",Jeopardy,Online,30.75,N/A
1999,openECSC 2024 - Round 3,2024,"13 May, 03:00 PDT — 19 May 2024, 15:00 PDT",Jeopardy,Online,0,N/A
2000,CyberSecurityRumble Quals,2024,"11 May, 06:00 PDT — 12 May 2024, 06:00 PDT",Jeopardy,Online,100,N/A
2001,San Diego CTF 2024,2024,"10 May, 16:59 PDT — 12 May 2024, 16:59 PDT",Jeopardy,Online,24.67,N/A
2002,TBTL CTF 2024,2024,"10 May, 15:00 PDT — 12 May 2024, 15:00 PDT",Jeopardy,Online,22.17,N/A
2003,RPCA CTF 2024,2024,"10 May, 10:00 PDT — 12 May 2024, 10:00 PDT",Jeopardy,On-site,36,N/A
2004,MireaCTF Finals 2024,2024,"10 May, 01:00 PDT — 10 May 2024, 07:00 PDT",Attack-Defense,On-site,0,Academic teams only
2005,squ1rrel CTF 2024,2024,"04 May, 08:00 PDT — 05 May 2024, 20:00 PDT",Jeopardy,Online,24.25,N/A
2006,Punk Security DevSecOps Birthday CTF,2024,"04 May, 02:00 PDT — 04 May 2024, 14:00 PDT",Jeopardy,Online,24.82,N/A
2007,DEF CON CTF Qualifier 2024,2024,"03 May, 17:00 PDT — 05 May 2024, 17:00 PDT",Jeopardy,Online,77.38,N/A
2008,BSidesSF 2024 CTF,2024,"03 May, 17:00 PDT — 05 May 2024, 16:59 PDT",Jeopardy,Online,0,N/A
2009,LakeCTF Finals 23,2024,"03 May, 01:00 PDT — 03 May 2024, 09:00 PDT",Jeopardy,On-site,24,N/A
2010,MireaCTF Quals 2024,2024,"01 May, 01:00 PDT — 01 May 2024, 09:00 PDT",Jeopardy,Online,20.76,N/A
2011,Cybercoliseum Ⅲ,2024,"28 April, 00:00 PDT — 29 April 2024, 12:00 PDT",Jeopardy,Online,20.95,N/A
2012,CyberSphere CTF - 2024,2024,"27 April, 14:00 PDT — 28 April 2024, 02:00 PDT",Jeopardy,On-site,0,N/A
